signal,label
-0.025134167919632213,sag
0.16099668593604077,sag
0.29143131743846956,sag
0.3781170084816851,sag
0.49594695217544565,sag
0.582218016774562,sag
0.6812165794986699,sag
0.7637985537001816,sag
0.8445408011966636,sag
0.9045137515871832,sag
0.9322246321041768,sag
1.0020856061690226,sag
0.9714531208652973,sag
0.9840448054884794,sag
0.9883669061973984,sag
0.9422776349869841,sag
0.9138163761938332,sag
0.8528577418434881,sag
0.7780612991854093,sag
0.6865568240835199,sag
0.5853094021218316,sag
0.45988512413348115,sag
0.3896437134354109,sag
0.11538091347961453,sag
0.06714653980252225,sag
0.007155345638185707,sag
-0.05132945001453394,sag
-0.11787187425806873,sag
-0.17206584265914476,sag
-0.24735957162488667,sag
-0.28153443236721903,sag
-0.35745238369710697,sag
-0.38264580826873057,sag
-0.40409124851893247,sag
-0.4408430097029019,sag
-0.4666566876592351,sag
-0.4975314218405968,sag
-0.4759406698993999,sag
-0.4809618716485749,sag
-0.4962472267098227,sag
-0.46797307060741655,sag
-0.43472136434380926,sag
-0.4336598591070738,sag
-0.39483439528015,sag
-0.3346124331569707,sag
-0.2830016737136777,sag
-0.23458534911989054,sag
-0.19367661308968048,sag
-0.11797568907731525,sag
-0.06318330803165566,sag
0.011239176230889898,sag
0.0655080827314555,sag
0.1307225738929105,sag
0.1890640236391215,sag
0.2408149264061096,sag
0.3035068069446983,sag
0.3229397394756222,sag
0.38499686521769233,sag
0.41791730088645807,sag
0.4491111464964728,sag
0.4769570418717004,sag
0.4790842804417148,sag
0.49513334898344824,sag
0.992510201402474,sag
0.9823551657779483,sag
0.9651209795290443,sag
0.8890185460789618,sag
0.8214232698667847,sag
0.7729683637761428,sag
0.6580756419398477,sag
0.5765637962547634,sag
0.4912655934327448,sag
0.37408534001339794,sag
0.2734523498081966,sag
0.14489209952457657,sag
0.00043199607308283566,sag
-0.1687303191773715,sag
-0.21538235725976837,sag
-0.3516672796914953,sag
-0.4616500235868297,sag
-0.5546413438900218,sag
-0.6816173472792201,sag
-0.7725088502070406,sag
-0.8464444997466433,sag
-0.9087960097420635,sag
-0.97976835711393,sag
-0.9750299280586345,sag
-0.9769061540839229,sag
-0.9712192027190076,sag
-0.9592086431542461,sag
-0.9345529255641176,sag
-0.8939884263326361,sag
-0.8926684341177593,sag
-0.7650162907435167,sag
-0.6834545963787668,sag
-0.6053550864715912,sag
-0.45322552807394745,sag
-0.3442208357647879,sag
-0.23946162746160946,sag
-0.1547100722512212,sag
-0.011840800117185486,sag
0.12471804532736828,sag
0.2630441647816118,sag
0.39207697843420897,sag
0.4858734944865031,sag
0.5781747419847266,sag
0.6868908416236879,sag
0.7918483422912024,sag
0.8493980245901167,sag
0.8719458004722442,sag
0.976065177344089,sag
0.9524336565674403,sag
0.9770931776455551,sag
0.9759662510388448,sag
0.9769017552264962,sag
0.9569550217570367,sag
0.926309341867728,sag
0.8411456238601135,sag
0.7654494604366019,sag
0.6526054522453731,sag
0.5872253542236104,sag
0.4875985711812544,sag
0.31243183472631764,sag
0.2526539702577665,sag
0.16420978213499848,sag
0.000799135883207154,sag
-0.16357015475635467,sag
-0.23733530247124343,sag
-0.3584920491481918,sag
-0.4568332929972343,sag
-0.6017449257430907,sag
-0.698401523624271,sag
-0.7805290990355752,sag
-0.8418614182255548,sag
-0.9179840272749719,sag
-0.9550696817724394,sag
-1.010739346547058,sag
-0.9604242697903027,sag
-1.0084299920448703,sag
-0.9689746633729941,sag
-0.9503916912049547,sag
-0.8819822370375936,sag
-0.8270235874800124,sag
-0.7251483225260409,sag
-0.6809968681663785,sag
-0.6133152261599857,sag
-0.46448866360732755,sag
-0.38451574005480604,sag
-0.23282519165094678,sag
-0.13167049490406826,sag
-0.023997135104844858,sag
0.13692155535778316,sag
0.21719537149737114,sag
0.37757718805314516,sag
0.49580563406774686,sag
0.6144747687694868,sag
0.6098917711746615,sag
0.7659663268880372,sag
0.8305823106544531,sag
0.915831800973747,sag
0.9684865048799888,sag
0.9592893519718957,sag
0.9537781249213281,sag
0.9999551360006256,sag
0.9956278554076213,sag
0.9441613422799974,sag
0.9175364213008776,sag
0.866501723184845,sag
0.7899062519902581,sag
0.6897955925853477,sag
0.5936855257854516,sag
0.4994439738138689,sag
0.3971914162472108,sag
0.22875501334804632,sag
0.13040930398588846,sag
-0.006647198416633086,sag
-0.10551116104768099,sag
-0.25962201894224085,sag
-0.40701264858275416,sag
-0.451975605745147,sag
-0.5523733856877799,sag
-0.6752315480080988,sag
-0.7768224481787052,sag
-0.8318753617118773,sag
-0.9071135676586628,sag
-0.977646621869399,sag
-1.0193108436696148,sag
-0.9897684028650661,sag
-1.0185490777447856,sag
-0.9986661414163234,sag
-0.9458024526472034,sag
-0.8523519678239081,sag
-0.8415220478326297,sag
-0.7653870307165812,sag
-0.6731683771947208,sag
-0.581373053800264,sag
-0.49204214812731606,sag
-0.33657530977655836,sag
-0.24964861872700478,sag
-0.113699414160585,sag
