signal,label
0.028243573899442386,sag
0.12087304414502782,sag
0.23092395819586356,sag
0.39854859269482035,sag
0.5044052428509528,sag
0.624129663989008,sag
0.6897403151826548,sag
0.7809299176000839,sag
0.8600106640871977,sag
0.9568213272176119,sag
0.9705257482415175,sag
0.9757609243634394,sag
0.9902595159145955,sag
0.995142935146017,sag
0.9236236717366899,sag
0.9486393467461486,sag
0.8745444883190688,sag
0.8647367256576666,sag
0.7581329410810381,sag
0.6868409076159869,sag
0.611175352161485,sag
0.48160630045720715,sag
0.3683212968944006,sag
0.24412757940611476,sag
0.11110735980351175,sag
-0.03184880306367885,sag
-0.12576293729921592,sag
-0.2472876104745673,sag
-0.360777692996912,sag
-0.4870555994157008,sag
-0.6018055346972297,sag
-0.6986419587046656,sag
-0.7347162246971284,sag
-0.870725214562899,sag
-0.9104675247167704,sag
-0.9577629444469488,sag
-1.01279389406134,sag
-1.0097336607391665,sag
-1.039041637133544,sag
-1.0001876995713823,sag
-0.9804143286629251,sag
-0.9164057614705317,sag
-0.8328665964418325,sag
-0.7792124103227821,sag
-0.689106209146581,sag
-0.5762305872643068,sag
-0.5055712327401802,sag
-0.39528276279007457,sag
-0.25915801628716356,sag
-0.13329855120570747,sag
-0.0030824539909369924,sag
0.10047615598865202,sag
0.231829554844328,sag
0.40318819995948574,sag
0.47556667170867684,sag
0.5683191349334635,sag
0.712747048270388,sag
0.7798865874024139,sag
0.816990374135791,sag
0.8841470503181984,sag
0.9628578465118166,sag
0.9841829563977033,sag
0.992520211929261,sag
1.0266645815782869,sag
0.9754557167149498,sag
0.943212736643869,sag
0.9294538711555516,sag
0.8283655748703666,sag
0.7672658341462145,sag
0.6890125561985407,sag
0.5713362196805822,sag
0.49813261044330187,sag
0.3742985230038233,sag
0.2683797980445978,sag
0.0914236595831852,sag
-0.013673654062835069,sag
-0.12196272930584226,sag
-0.26386618759384467,sag
-0.34427168495127547,sag
-0.4342858126342668,sag
-0.57874668027815,sag
-0.7016584205530346,sag
-0.7105152301908906,sag
-0.8647541624598498,sag
-0.9119362834172234,sag
-0.9630520195898725,sag
-0.9820017754031415,sag
-0.502682317621766,sag
-0.5053415697009552,sag
-0.486129208939813,sag
-0.46478685535079567,sag
-0.4498939502483285,sag
-0.4070406571831175,sag
-0.3737911015893878,sag
-0.33586171927802416,sag
-0.3028889674987373,sag
-0.23407298781822872,sag
-0.18054244611391523,sag
-0.1199561227021885,sag
-0.06968066477539223,sag
-0.006631491458628579,sag
0.05848352187527744,sag
0.1186547623088706,sag
0.17179274008569173,sag
0.22914642626451537,sag
0.3080703931173527,sag
0.33402234370585165,sag
0.3798874822363157,sag
0.42910379658984693,sag
0.44389039537372044,sag
0.4671520875538593,sag
0.48845361291790096,sag
0.4865498589307549,sag
0.4838230997101262,sag
0.4847105461089815,sag
0.48691885770717014,sag
0.45299820896267806,sag
0.42606794498404804,sag
0.3953749570335059,sag
0.34016178533793917,sag
0.3057692354469303,sag
0.23471051460054101,sag
0.1809265965540707,sag
0.12801767606218661,sag
0.04596514130511717,sag
-0.011402424200131538,sag
-0.05057752783790153,sag
-0.27596805630719085,sag
-0.3891907407484002,sag
-0.4703944129841003,sag
-0.5828672744697396,sag
-0.7003494582202914,sag
-0.7733978841126539,sag
-0.8278316379770516,sag
-0.8943926083536305,sag
-0.9184845745626845,sag
-0.9780576674963919,sag
-0.9891214640427859,sag
-0.9980070902543146,sag
-0.9621230006101471,sag
-0.97815773853934,sag
-0.9028598552207222,sag
-0.8172685150190999,sag
-0.7703856585074493,sag
-0.6511076758014859,sag
-0.5662457951217096,sag
-0.4617935190155797,sag
-0.3755499776456391,sag
-0.2418534098636648,sag
-0.1399884179418811,sag
-0.03669323409407537,sag
0.15653627087464195,sag
0.2805019562756889,sag
0.386545323197794,sag
0.4679473852405435,sag
0.6061681628291655,sag
0.6390765774823041,sag
0.7755974556534667,sag
0.8517861349275933,sag
0.944535182692496,sag
0.947254012773336,sag
1.0133470962556759,sag
0.9913833216502602,sag
1.0097103421800995,sag
0.9399815451269614,sag
0.9259655972317253,sag
0.8994577774835147,sag
0.8779195732263769,sag
0.7640493739065367,sag
0.6776375710303892,sag
0.566862532817429,sag
0.48190911639000417,sag
0.4025810970854652,sag
0.23493356670022897,sag
0.17165904211833968,sag
0.00786700082991237,sag
-0.13100832760079473,sag
-0.24284491146380371,sag
-0.34630744692804744,sag
-0.4691396329895621,sag
-0.5818628943176024,sag
-0.7001350622111797,sag
-0.7659004193021701,sag
-0.8231338114867679,sag
-0.9107516057923511,sag
-0.9282663946837622,sag
-0.9730268627815857,sag
-0.9897043909427825,sag
-0.9662641085118607,sag
-1.0166796218751994,sag
-0.9327188244904957,sag
-0.9077040622693923,sag
-0.864484448212321,sag
-0.7569890613322056,sag
-0.6970589794873532,sag
-0.6006341431054449,sag
-0.4604522878729682,sag
-0.3899738855772795,sag
-0.23524008157621173,sag
-0.12968291814092228,sag
