signal,label
-0.010525465912601855,swell
0.10416085340668868,swell
0.29184446090796856,swell
0.3611482344410176,swell
0.4906643182531219,swell
0.5693155438151677,swell
0.6774708762517274,swell
0.7645124259637183,swell
0.835119805493012,swell
0.9016062462915576,swell
0.9476114071428406,swell
0.9439678520169686,swell
1.0076214710442004,swell
0.9559683573998305,swell
0.9906478966814515,swell
0.9205464196371966,swell
0.8965651654158711,swell
0.8045975572802564,swell
0.7701967702128669,swell
0.6496906666715718,swell
0.5712826445000816,swell
0.4809190316350108,swell
0.3812877922705371,swell
0.26676197882529645,swell
0.13394535333202173,swell
0.014505940446859161,swell
-0.09284826178399536,swell
-0.24259975154167415,swell
-0.3791195209159827,swell
-0.5051677153710138,swell
-0.5878282162583666,swell
-0.6717907403121874,swell
-0.7771231494812749,swell
-0.8681247837847338,swell
-0.9073631518453001,swell
-0.9623318378748523,swell
-0.9930703059596716,swell
-1.0104733900973444,swell
-0.971318920833182,swell
-0.9952416624908117,swell
-0.9503122803535768,swell
-0.8954003068523476,swell
-0.8231893235218095,swell
-0.771000260331818,swell
-0.7207950876976682,swell
-0.5786569775858378,swell
-0.4932374587644316,swell
-0.3704511860504389,swell
-0.26020366038453546,swell
-0.0992933911602003,swell
0.007287991688707923,swell
0.1088620630444859,swell
0.2558256894039921,swell
0.36211758336948924,swell
0.4662236007674465,swell
0.5821461084418709,swell
0.6686510792842901,swell
0.7564233097715706,swell
0.8457570874941334,swell
0.9184545104299525,swell
0.9507833819886654,swell
0.9749767036206356,swell
0.9861559215073601,swell
0.9826867443511388,swell
0.9525224944882513,swell
0.9485534246516116,swell
0.8969453750752923,swell
0.8608090267771723,swell
0.7664841845334086,swell
0.6867304148269957,swell
0.5826895696853979,swell
0.5109060880422449,swell
0.3990053780028647,swell
0.2141998923547988,swell
0.16200626653296046,swell
0.03303959516876075,swell
-0.13610304344394675,swell
-0.26882696107065235,swell
-0.35783779064188814,swell
-0.5149447939557397,swell
-0.5937595245191581,swell
-0.7082084089743212,swell
-0.7691561980454071,swell
-0.8727076189397943,swell
-0.9217346876099,swell
-0.954427656336645,swell
-0.9707697135514204,swell
-0.9790962990802304,swell
-0.9978428456482575,swell
-0.9945845762193244,swell
-0.9468683482897112,swell
-0.9092646703135646,swell
-0.8612350593730391,swell
-0.7593054019318709,swell
-0.6475904939224233,swell
-0.5516515586211017,swell
-0.4747568909731747,swell
-0.39361155489564825,swell
-0.2234104732946448,swell
-0.09817262352968974,swell
0.030005118162642598,swell
0.10905180404726045,swell
0.25364326133619897,swell
0.37338617119295997,swell
0.5051348211670562,swell
0.5748792019417691,swell
0.6621370832267655,swell
0.766925958327784,swell
0.8346634062357063,swell
0.9298609658500318,swell
0.9304411659439517,swell
0.9763165028438504,swell
1.0144884994493466,swell
0.9871455131004468,swell
1.004415716595036,swell
0.9182488691210805,swell
0.888175514796126,swell
0.8218425303568158,swell
0.8006361885809326,swell
0.6642569489691702,swell
0.5867702715177786,swell
0.48692309341516304,swell
0.3840826394063465,swell
0.26363485107939155,swell
0.1163257709138644,swell
0.0140037536852522,swell
-0.09209667455499834,swell
-0.2666324946746882,swell
-0.369997686904584,swell
-0.4887844642969488,swell
-0.5800414054250488,swell
-0.701921950390511,swell
-0.7568098697253497,swell
-0.8415618777512673,swell
-0.8841282088318387,swell
-0.9019037153651075,swell
-1.0164323961514428,swell
-0.9743902527195419,swell
-1.0172965357623631,swell
-0.949706263256931,swell
-0.9428787621805488,swell
-0.9004306576482476,swell
-0.8438336128688012,swell
-1.0817648488698628,swell
-0.9415506545793639,swell
-0.7846135163761447,swell
-0.6900997446433685,swell
-0.5121266670669055,swell
-0.34020921302354584,swell
-0.19163850015823178,swell
0.03413584316740058,swell
0.19358473087178982,swell
0.32655751421971196,swell
0.5016976430362551,swell
0.654870557641484,swell
0.7823731186443968,swell
0.9476945021262672,swell
1.0731580114209314,swell
1.1708335904557468,swell
1.26300502067068,swell
1.330261024752416,swell
1.3212916551773866,swell
1.3683712869823317,swell
1.4097707951513614,swell
1.3909777194842934,swell
1.3499632304260638,swell
1.2762797413435731,swell
1.1449208595409772,swell
1.0441320013984328,swell
0.9837446932754532,swell
0.8080928452377756,swell
0.684495466731585,swell
0.507140626675208,swell
0.37307995065373756,swell
0.17092210536626304,swell
-0.021751780359510683,swell
-0.13747457834058943,swell
-0.344414208832135,swell
-0.5104514258371503,swell
-0.7035554628855153,swell
-0.8390933022491277,swell
-0.963710929642279,swell
-1.081730133055309,swell
-0.8315793514853935,swell
-0.9019310817566765,swell
-0.9612913672161921,swell
-1.0039078529102534,swell
-1.0014629957764336,swell
-0.975207886046796,swell
-0.9769099988524776,swell
-0.9348477240733138,swell
-0.9241371133964676,swell
-0.8545086537223211,swell
-0.8039730190279732,swell
-0.7068638903937613,swell
-0.5558240869804647,swell
-0.4888773571312844,swell
-0.34928570000659137,swell
-0.29259899393759514,swell
-0.1120203211336438,swell
