signal,label
-0.024330674125030184,normal
0.15145805069019552,normal
0.28275494152702807,normal
0.3949366898570439,normal
0.4911465023680149,normal
0.5972789354169193,normal
0.6798349680697745,normal
0.7618032650177861,normal
0.8279143716879155,normal
0.8999676335998203,normal
0.9548040514449656,normal
0.9630105365023538,normal
0.9715596575104322,normal
0.9879023896138898,normal
0.9682825312249554,normal
0.9823772759977969,normal
0.9104293894390334,normal
0.9012674957797673,normal
0.7896361675482442,normal
0.6663338917646634,normal
0.5631137632944812,normal
0.48732038038709835,normal
0.3714638097226052,normal
0.2553279999070324,normal
0.12203787195025538,normal
-0.0051620171303098485,normal
-0.11961365023647827,normal
-0.2595119533917031,normal
-0.3834763616877345,normal
-0.46383743863128096,normal
-0.5712217558479967,normal
-0.6868073185370548,normal
-0.7778028126605887,normal
-0.8382679497869875,normal
-0.9287179949484156,normal
-0.9507826609218845,normal
-0.9648115168326528,normal
-0.995326089747007,normal
-1.0109390953912647,normal
-0.9881989591954919,normal
-0.9690037551683018,normal
-0.9111224838516362,normal
-0.8051225809735998,normal
-0.7824289135738268,normal
-0.7002907466722539,normal
-0.6197508074357021,normal
-0.4747856430094844,normal
-0.35918710975933427,normal
-0.2533411906225926,normal
-0.12418023886459738,normal
0.0317849460901056,normal
0.0953920831532075,normal
0.20867289376720324,normal
0.3998931042656406,normal
0.4722680932618449,normal
0.5569163080693215,normal
0.6963059189030774,normal
0.7719514100977182,normal
0.8445850320353998,normal
0.8968611184527523,normal
0.9419673127921949,normal
0.9979430705823295,normal
0.9759618415480371,normal
1.0063034579251517,normal
0.9653265907618557,normal
0.921923170685931,normal
0.850996762194496,normal
0.8512541072041792,normal
0.7557643625129183,normal
0.6419794945596193,normal
0.5634023589812284,normal
0.45707711086972824,normal
0.3580036653512979,normal
0.22173923212348767,normal
0.13503824191333666,normal
-0.002676519780836839,normal
-0.1217352311876456,normal
-0.24358480256482337,normal
-0.37011743738247943,normal
-0.4887075177538773,normal
-0.5785050801147414,normal
-0.6627935001173871,normal
-0.7858007734189745,normal
-0.8157582496998796,normal
-0.9145502388888229,normal
-0.9585421081719486,normal
-0.9728124666531027,normal
-1.0214714719043878,normal
-1.0241233370658889,normal
-0.9400264559764648,normal
-0.9523190675653984,normal
-0.8891438050014548,normal
-0.813067483035886,normal
-0.7573322398772715,normal
-0.6919029853636195,normal
-0.6128555354152273,normal
-0.4611488030717213,normal
-0.37189734250091655,normal
-0.29086549276105844,normal
-0.14749845095727382,normal
0.021729391947063918,normal
0.11811406045917294,normal
0.24338611627879134,normal
0.39615371112537917,normal
0.4822521854456388,normal
0.5693419481873371,normal
0.6919550341591343,normal
0.7863371665229494,normal
0.8559687664829747,normal
0.8448282773610577,normal
0.9687742794055189,normal
0.9658278747790007,normal
1.0153550344535245,normal
1.0108081998793053,normal
0.9877047533995043,normal
0.952044660648036,normal
0.9065369493950487,normal
0.8272772524803107,normal
0.758945839277413,normal
0.682152967637763,normal
0.6178883638073251,normal
0.48217013669300335,normal
0.34217959588999625,normal
0.2507932818335245,normal
0.11750513397922395,normal
0.02460057357110451,normal
-0.15836114312801047,normal
-0.22857408254043254,normal
-0.35440438941867713,normal
-0.47803360603944933,normal
-0.6416808369702495,normal
-0.6926645375704198,normal
-0.7589775761039249,normal
-0.8618581082614708,normal
-0.9116664995275615,normal
-0.9467882757033144,normal
-0.9724146113121087,normal
-0.9670001481651843,normal
-1.0009380074122975,normal
-0.9970921101100818,normal
-0.9437611484401892,normal
-0.9429215870831409,normal
-0.8310229370095494,normal
-0.7981737848391685,normal
-0.6698067560558394,normal
-0.5959004598249681,normal
-0.5011295340717291,normal
-0.3666688976859987,normal
-0.2493696459585827,normal
-0.1278713522216488,normal
0.012293347325371502,normal
0.12281116738960578,normal
0.23397860506862556,normal
0.3727504093912079,normal
0.458892285431082,normal
0.5840449678266927,normal
0.6702831034138037,normal
0.7511405390336848,normal
0.8668766059821409,normal
0.8935881637759576,normal
0.9493490798513835,normal
1.0224800947447639,normal
0.9522320271271226,normal
0.9744113797647459,normal
0.9753636051649299,normal
0.9707942185488319,normal
0.9063047840679866,normal
0.8029018011339079,normal
0.7754183986316169,normal
0.6832801721216989,normal
0.5714075543344582,normal
0.4605963643252842,normal
0.3632440652960264,normal
0.29764495755481846,normal
0.1039444106417386,normal
0.02817775575307414,normal
-0.10312630947653259,normal
-0.2381173457642382,normal
-0.3811834030377783,normal
-0.5178977027810105,normal
-0.5962861729099872,normal
-0.6632303394930794,normal
-0.7524237008558023,normal
-0.848904181471715,normal
-0.8749494704020584,normal
-0.9431468071419465,normal
-0.9748738198105951,normal
-0.9826860611338623,normal
-0.9944410783459973,normal
-0.9652610268320749,normal
-0.9346808981630402,normal
-0.899606406254047,normal
-0.8299054683856157,normal
-0.7762941810861149,normal
-0.742019071678213,normal
-0.577326879084503,normal
-0.4399878912953911,normal
-0.37622719074549754,normal
-0.2622965283995454,normal
-0.1018432082120154,normal
